Student_ID,Gender,Age,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Sleep_Hours,Final_Score
1386,Female,17,5.1,61.5,69.8,92.2,96.8,8.6,85.5
1387,Male,17,6.9,84.6,84.4,91.8,99.9,6.7,90.5
1388,Male,18,2.5,83.9,75.9,77.3,73.7,5.7,69.9
1389,Male,20,1.5,92.3,85.7,76.1,76.2,5.9,80.9
1390,Male,18,5.3,71.9,79.6,82.4,94.2,6.5,84.5
1391,Male,18,4.9,67.6,77.2,93.9,80.9,7.1,87.2
1392,Male,18,5.0,78.3,99.0,85.7,86.3,6.8,91.3
1393,Female,19,6.2,81.2,80.8,79.3,92.2,5.4,82.6
1394,Female,19,5.3,90.3,78.4,91.3,87.6,8.3,87.8
1395,Male,18,5.2,94.7,84.2,94.8,89.5,6.8,91.8
1396,Female,20,5.8,92.9,86.9,87.0,97.4,6.2,89.6
1397,Female,17,5.4,84.5,76.4,85.8,100.0,8.2,89.2
1398,Female,20,6.0,89.2,90.4,89.1,97.7,5.7,91.0
1399,Female,21,6.3,76.2,96.1,100.0,92.2,5.2,96.6
1400,Male,19,7.3,83.5,88.0,96.4,96.5,8.4,94.6
1401,Female,17,3.3,71.3,79.5,92.3,90.5,9.1,88.8
1402,Female,17,5.4,82.6,91.1,85.0,95.0,6.5,91.4
1403,Male,21,3.8,82.8,81.1,86.3,80.8,6.9,82.2
1404,Male,21,3.0,97.5,82.7,79.6,91.5,5.7,86.4
1405,Female,18,3.3,79.9,80.5,87.0,86.8,7.0,84.4
1406,Female,19,5.4,82.8,81.5,81.1,86.3,6.5,81.7
1407,Female,19,5.3,84.1,100.0,96.3,91.7,6.9,95.1
1408,Female,20,5.2,77.9,96.9,89.8,87.5,7.5,95.5
1409,Female,18,4.1,74.8,89.1,76.4,100.0,5.8,86.4
1410,Female,18,4.5,93.7,95.5,88.1,95.1,6.6,95.4
1411,Male,18,6.0,73.2,73.6,100.0,91.5,5.0,85.9
1412,Female,18,1.8,70.0,76.8,72.5,76.7,6.6,76.2
1413,Female,19,4.5,88.1,91.4,82.5,99.8,6.9,91.4
1414,Male,19,4.7,92.4,76.3,81.0,92.1,7.3,85.9
1415,Male,18,5.9,77.9,87.9,95.7,89.5,7.3,89.8
1416,Male,20,2.1,78.1,76.7,78.1,84.4,8.0,77.6
1417,Male,17,7.2,84.5,100.0,100.0,97.5,5.3,99.0
1418,Female,17,4.9,75.6,88.5,73.0,79.2,5.4,83.6
1419,Female,20,5.0,75.0,78.4,78.0,80.5,7.6,77.1
1420,Female,18,3.8,89.9,95.0,92.6,96.1,4.8,89.3
1421,Female,19,5.5,87.5,90.9,95.2,95.4,7.2,93.9
1422,Female,17,4.6,93.8,84.8,93.1,86.7,5.7,90.2
1423,Female,21,6.7,70.7,89.9,86.8,94.9,8.7,88.3
1424,Male,21,1.9,77.5,59.7,66.9,82.4,7.3,70.7
1425,Female,20,4.8,84.5,85.4,96.2,88.2,6.8,87.9
1426,Male,18,5.2,73.7,90.7,97.0,80.6,8.4,89.6
1427,Male,17,4.2,87.8,80.5,76.9,89.9,5.8,83.6
1428,Female,18,3.8,93.0,87.0,75.4,96.1,6.0,83.3
1429,Male,17,3.8,76.7,71.7,79.7,90.6,5.6,80.5
1430,Female,20,4.8,82.3,83.7,80.4,84.9,6.0,85.3
1431,Male,20,1.2,95.1,77.0,69.9,87.4,7.1,78.6
1432,Female,21,6.2,98.2,98.3,88.8,100.0,7.5,94.0
1433,Male,18,3.6,88.7,71.0,82.1,96.6,8.1,85.6
1434,Female,21,4.7,87.3,81.2,77.4,92.7,5.0,84.6
1435,Female,18,5.2,74.3,98.5,78.4,78.5,6.8,81.7
1436,Female,21,3.6,85.2,76.4,84.7,96.6,5.8,87.1
1437,Female,19,4.3,87.0,85.0,86.5,89.3,6.8,85.7
1438,Female,19,1.0,80.1,71.5,78.1,80.2,9.6,76.8
1439,Male,19,5.8,76.6,100.0,77.6,83.4,7.3,89.2
1440,Male,19,6.4,70.5,100.0,92.5,98.0,8.0,95.7
1441,Male,17,1.4,66.4,76.1,88.2,81.3,9.2,78.6
1442,Female,19,3.8,64.5,70.3,77.1,95.6,8.2,83.3
1443,Male,20,2.3,87.2,79.1,84.8,90.0,6.5,86.7
1444,Female,20,4.2,83.3,86.7,90.7,90.0,5.6,88.9
1445,Female,17,5.7,77.6,82.8,97.3,81.6,7.0,89.2
1446,Male,19,6.3,79.0,83.7,94.0,95.5,6.4,90.1
1447,Male,19,6.5,83.9,100.0,98.2,91.5,5.3,97.0
1448,Female,19,6.9,80.5,92.1,100.0,100.0,7.3,96.9
1449,Male,21,4.1,69.9,92.7,86.9,75.3,7.3,84.8
1450,Female,18,2.4,90.2,88.1,73.2,82.7,8.9,82.0
1451,Female,21,4.3,84.7,87.3,72.4,84.4,6.6,78.8
1452,Female,18,5.6,84.4,93.8,79.8,90.3,7.3,87.3
1453,Female,19,2.3,89.5,65.4,76.5,76.9,6.3,73.4
1454,Female,19,7.5,74.7,97.9,100.0,99.3,8.0,100.0
1455,Male,21,6.1,92.9,100.0,87.4,100.0,6.9,93.3
1456,Male,21,4.1,80.7,86.5,90.5,67.6,5.7,83.3
1457,Female,18,3.2,90.0,82.6,79.3,68.7,7.0,78.5
1458,Female,20,3.3,88.6,95.5,79.9,83.4,7.4,82.7
1459,Male,18,4.6,72.7,81.2,78.0,85.3,7.3,82.1
1460,Male,21,4.1,86.5,80.5,72.4,90.8,8.2,82.5
1461,Female,21,6.2,84.9,92.0,94.6,89.7,5.4,93.4
1462,Male,17,3.9,82.3,87.3,96.8,85.2,6.1,89.8
1463,Female,21,5.4,81.2,75.1,90.4,93.8,7.7,86.7
1464,Male,17,4.4,81.2,85.3,70.2,81.9,6.2,79.3
1465,Female,20,5.0,89.3,95.5,97.3,100.0,7.3,94.1
1466,Male,18,4.1,87.2,79.2,70.4,86.6,4.3,78.7
1467,Female,18,5.8,82.3,100.0,85.7,100.0,10.0,94.3
1468,Male,17,5.8,68.6,91.1,86.0,90.4,6.7,87.7
1469,Male,18,5.3,86.4,100.0,93.6,100.0,8.3,100.0
1470,Female,21,5.6,88.5,84.6,84.5,98.7,6.6,91.3
1471,Male,19,2.8,100.0,89.7,82.8,83.6,7.5,83.2
1472,Female,17,5.1,91.7,83.4,99.3,100.0,8.6,94.6
1473,Male,18,6.7,64.9,77.5,99.3,83.0,8.3,89.7
1474,Female,17,5.4,82.7,72.0,100.0,93.2,6.8,85.2
1475,Male,17,2.6,98.3,85.3,98.3,87.3,6.9,90.6
1476,Female,19,4.4,87.6,88.4,95.4,91.8,8.1,92.1
1477,Male,21,5.2,85.0,87.4,91.5,92.9,9.6,87.9
1478,Female,17,3.1,90.1,67.0,90.0,78.1,7.2,79.1
1479,Male,18,2.1,76.4,69.8,81.1,73.8,9.2,77.2
1480,Female,20,3.9,86.3,82.9,89.0,87.6,6.7,89.5
1481,Female,17,3.2,79.7,85.9,83.0,75.8,8.0,81.4
1482,Female,17,4.5,81.8,85.7,80.5,100.0,8.2,93.2
1483,Male,19,1.6,89.5,75.9,67.7,59.4,6.5,64.0
1484,Female,21,5.5,73.7,82.5,86.8,87.3,6.2,86.2
1485,Male,20,3.4,93.6,98.6,87.8,89.4,8.3,89.2
1486,Female,18,6.3,78.2,82.3,87.0,97.9,6.4,88.8
1487,Male,20,4.0,84.3,76.4,87.4,79.6,6.0,80.2
1488,Female,18,4.5,69.4,76.2,98.8,92.1,6.2,89.9
1489,Male,21,4.2,88.5,88.8,72.5,78.7,6.4,79.8
1490,Male,18,3.3,95.0,75.8,90.8,84.2,7.9,81.9
1491,Female,19,9.0,77.4,100.0,100.0,100.0,7.6,98.5
1492,Male,19,3.6,72.0,80.2,84.5,90.1,7.8,88.5
1493,Male,19,6.3,84.5,87.8,91.9,87.5,7.5,90.0
1494,Female,19,2.5,95.1,81.7,79.9,100.0,6.3,83.2
1495,Male,20,5.2,69.0,76.7,87.8,82.5,7.8,83.4
1496,Male,21,5.4,72.0,78.0,86.6,81.8,8.3,81.8
1497,Male,18,4.5,77.9,84.9,73.9,91.6,7.6,83.1
1498,Female,18,3.5,74.6,65.6,79.0,80.4,7.5,76.4
1499,Male,19,4.0,74.6,62.3,70.2,80.0,6.2,72.7
1500,Female,19,3.8,63.2,80.8,83.8,84.7,7.2,81.3
